concept_1,concept_2,colexification_count
BECOME SOUR,HUNT,1
BECOME SOUR,IMITATE,1
BECOME SOUR,INCREASE,1
BECOME SOUR,ITCH,1
BECOME SOUR,JOIN,1
BECOME SOUR,JUMP,1
BECOME SOUR,KILL,1
BECOME SOUR,KNEEL,1
BECOME SOUR,LAME,1
BECOME SOUR,LAUGH,1
BECOME SOUR,LEAVE,1
BECOME SOUR,LEFT,1
BECOME SOUR,LIE DOWN,1
BECOME SOUR,LOBSTER,1
BECOME SOUR,LOOK,2
BECOME SOUR,LOOK FOR,1
BECOME SOUR,MAKE DRY,1
BECOME SOUR,MEET,1
BECOME SOUR,MELT,1
BECOME SOUR,MIX,1
BECOME SOUR,MOVE AWAY,1
BECOME SOUR,NEST,1
BECOME SOUR,OPEN,1
BECOME SOUR,PAY,1
BECOME SOUR,PILE UP,1
BECOME SOUR,PINCH,1
BECOME SOUR,PISS,1
BECOME SOUR,PLAIT OR BRAID OR WEAVE,1
BECOME SOUR,POUR,1
BECOME SOUR,PREPARE,1
BECOME SOUR,PULL,1
BECOME SOUR,PULL UP (RICE SEEDLINGS),1
BECOME SOUR,PUSH,1
BECOME SOUR,PUT ON,1
BECOME SOUR,QUARREL,1
BECOME SOUR,QUIET,1
BECOME SOUR,RAINING OR RAIN,1
BECOME SOUR,REFUSE,1
BECOME SOUR,REMEMBER,1
BECOME SOUR,REPAIR,1
BECOME SOUR,RESEMBLE,1
BECOME SOUR,RIPEN,3
BECOME SOUR,ROAST (SOMETHING),1
BECOME SOUR,ROTTEN,3
BECOME SOUR,RUB,1
BECOME SOUR,SACRIFICE,1
BECOME SOUR,SAY,2
BECOME SOUR,SCATTER (SEEDS),1
BECOME SOUR,SCRAPE,1
BECOME SOUR,SCRATCH,1
BECOME SOUR,SEE,5
BECOME SOUR,SEIZE,1
BECOME SOUR,SEND,1
BECOME SOUR,SET (HEAVENLY BODIES),1
BECOME SOUR,SEW,1
BECOME SOUR,SHARPEN (SOMETHING),1
BECOME SOUR,SHAVE,1
BECOME SOUR,SHIT (DEFECATE),1
BECOME SOUR,SHIVER,1
BECOME SOUR,SHOUT,1
BECOME SOUR,SING,1
BECOME SOUR,SIT,1
BECOME SOUR,SLAUGHTER,1
BECOME SOUR,SLEEP,1
BECOME SOUR,SMELL (PERCEIVE),1
BECOME SOUR,SNEEZE,1
BECOME SOUR,SNORE,1
BECOME SOUR,SPARK,1
BECOME SOUR,SPEAK,1
BECOME SOUR,SPLIT,1
BECOME SOUR,SPREAD OUT,1
BECOME SOUR,SQUEEZE,1
BECOME SOUR,STEAL,1
BECOME SOUR,STINKING,1
BECOME SOUR,STIR,1
BECOME SOUR,STRAIN,1
BECOME SOUR,STRETCH,1
BECOME SOUR,SUCK,1
BECOME SOUR,SUIT,1
BECOME SOUR,SURPASS,1
BECOME SOUR,SWEAR,1
BECOME SOUR,SWEEP,1
BECOME SOUR,SWELL,1
BECOME SOUR,TASTE (SOMETHING),1
BECOME SOUR,TEACH,1
BECOME SOUR,THINK,1
BECOME SOUR,THREATEN,1
BECOME SOUR,TRAVERSE,1
BECOME SOUR,TRY,1
BECOME SOUR,TUMBLE (FALL DOWN),1
BECOME SOUR,TURN,1
BECOME SOUR,TURN (SOMETHING),1
BECOME SOUR,TWIST,1
BECOME SOUR,WALK,1
BECOME SOUR,WANT,1
BECOME SOUR,WASH,1
BECOME SOUR,WEAR,1
BECOME SOUR,WEAVE,1
BECOME SOUR,WINNOWING,1
BECOME SOUR,WIPE,1
BED,BIRD,1
BED,BLANKET,2
BED,BOTTOM,2
BED,BOWL,1
BED,BRAID,1
BED,BRAIN,2
BED,BRIDGE,9
BED,BUSY,1
BED,CHAIR,2
BED,CHEEK,1
BED,COPPER,1
BED,CORPSE,1
BED,DOG,1
BED,DRIVE,1
BED,DRUM,1
BED,EGG,1
BED,ELEVATION,1
BED,FLOOR,1
BED,FOOT,2
BED,GIVE,1
BED,GO DOWN (DESCEND),1
BED,GO UP (ASCEND),1
BED,GOD,2
BED,HARD,1
BED,HAVE SEX,1
BED,HE OR SHE OR IT,1
BED,HEAVY,1
BED,HIDE,3
BED,HIDE (CONCEAL),2
BED,INTESTINES,4
BED,IRON,1
BED,ISLAND,1
BED,KNEE,1
BED,LEARN,1
BED,LEG,1
BED,LIE DOWN,2
BED,LIGHT (RADIATION),1
BED,LONG,8
BED,MARRIAGE OR WEDDING,1
BED,MARRY,1
BED,MAT,10
BED,MATTRESS,1
BED,MOUNTAIN OR HILL,1
BED,MOUSE,1
BED,NEST,9
BED,NINE,1
BED,OTHER,1
BED,PILE UP,1
BED,PLACE (POSITION),4
BED,POTTER,1
BED,POUR,1
BED,PULL,2
BED,RAFT,1
BED,RAT,1
BED,RAW,1
BED,RIDE,1
BED,RUG,1
BED,RUN,1
BED,SALT,1
BED,SCHOOL,1
BED,SCRATCH,1
BED,SHADE,2
BED,SHALLOW,1
BED,SHAMAN (FOLK HEALER),1
BED,SHELF,3
BED,SHIT (DEFECATE),1
BED,SLEEP,2
BED,SOUR,1
BED,SPREAD OUT,1
BED,STRAIGHT,1
BED,STUDY,1
BED,TABLE,1
BED,TASTE (SOMETHING),1
BED,TEA,4
BED,TEN THOUSAND,1
BED,TOOTH,1
BED,TROUGH,1
BED,VILLAGE,1
BED,VOMIT,1
BED,WALK,1
BED,WALL (OF HOUSE),1
BED,WET,1
BED,WOLF,1
BED,WOUND,1
BEDBUG,BODY LOUSE,1
BEDBUG,COME,1
BEDBUG,DEER,1
BEDBUG,LOUSE,1
BEDBUG,MATERNAL UNCLE (MOTHER'S BROTHER),1
BEDBUG,NECK,1
BEDBUG,PEN,1
BEDBUG,PIG,1
BEDBUG,SUN,1
BEDBUG,WANT,1
BEDBUG,WIND,1
BEE,BEEHIVE,8
BEE,BEESWAX,3
BEE,BELLY,1
BEE,BIG,1
BEE,BODY,1
BEE,BREAD,1
BEE,BRIGHT,1
BEE,BUNCH,2
BEE,CANDLE,2
BEE,CHEEK,1
BEE,CHICKEN,2
BEE,COCKROACH,1
BEE,COLORFUL,1
BEE,CUSTOM,1
BEE,DAMAGE OR INJURE,1
BEE,DARK,1
BEE,DAWN,1
BEE,DEAF,1
BEE,DO,1
BEE,DRUM,1
BEE,ENOUGH,1
BEE,FIRE,1
BEE,FISH,1
BEE,FLOWER,1
BEE,FLY (INSECT),7
BEE,FLY (MOVE THROUGH AIR),1
BEE,FRAGRANT,2
BEE,GAP (DISTANCE),1
BEE,GATHER,1
BEE,GINGER,1
BEE,GRANDFATHER,5
BEE,HONEY,37
BEE,HOOK,1
BEE,HUSBAND,2
BEE,HYENA,1
BEE,I,1
BEE,INSECT,1
BEE,IRON,1
BEE,LEAF,1
BEE,LIVER,1
BEE,LOW TIDE,1
BEE,MEAD,5
BEE,MONKEY,1
BEE,MOON,1
BEE,MOUNTAIN,1
BEE,NIECE,1
BEE,PAIN,1
BEE,POISON,1
BEE,POUND,1
BEE,PULL,1
BEE,QUARREL,1
BEE,ROAST (SOMETHING),1
BEE,ROOT,1
BEE,SALT,1
BEE,SAW,1
BEE,SEPARATE,1
BEE,SHALLOW,2
BEE,SMALLPOX,1
BEE,SMOKE (EXHAUST),1
BEE,SOFT,1
BEE,SOUL,1
BEE,STEAM,1
BEE,SUGAR,2
BEE,TAIL,1
BEE,TALL,1
BEE,THIN,1
BEE,THIN (OF SHAPE OF OBJECT),3
BEE,TORCH OR LAMP,1
BEE,VEIN,1
BEE,WASP,24
BEE,WEAK,1
BEE,WHY,1
BEE,WIDE,1
BEE,WRITE,1
BEE,YOUNG MAN,1
BEECH,BIRCH,2
BEECH,BLUNT,1
BEECH,BOIL (OF LIQUID),1
BEECH,BOOK,4
BEECH,BRUISE,1
BEECH,CENTER OR MIDDLE,1
BEECH,DEITY,1
BEECH,DIG,1
BEECH,FIR,1
BEECH,GOAT,1
BEECH,KNEE,1
BEECH,LEG,1
BEECH,OAK,4
BEECH,PINE,2
BEECH,PISS,1
BEECH,PLANT (VEGETATION),1
BEECH,SPLASH,1
BEECH,SWEEP,1
BEECH,TREE,2
BEECH,TREE STUMP,1
BEECH,VILLAGE,1
BEECH,WOLF,1
BEECH,WOOD,1
BEEF,BOVINE,1
BEEF,CALF,1
BEEF,CATTLE,2
BEEHIVE,BEESWAX,2
BEEHIVE,BOAT,1
BEEHIVE,BREAST,1
BEEHIVE,CANDLE,1
BEEHIVE,CANOE,1
BEEHIVE,DOOR,1
BEEHIVE,EARWAX,1
BEEHIVE,FAT (ORGANIC SUBSTANCE),1
BEEHIVE,HONEY,3
BEEHIVE,HOUSE,1
BEEHIVE,MATCH,2
BEEHIVE,MEAT,1
BEEHIVE,NEST,5
BEEHIVE,NETBAG,1
BEEHIVE,OIL (ORGANIC SUBSTANCE),1
BEEHIVE,PRISONER,1
BEEHIVE,ROOF,1
BEEHIVE,SAP,1
BEEHIVE,SAY,1
BEEHIVE,SPIDER WEB,1
BEEHIVE,THEY,1
BEEHIVE,THIGH,1
BEEHIVE,TORCH OR LAMP,1
BEEHIVE,TROUGH,2
BEEHIVE,WALKING STICK,1
BEEHIVE,WRINKLED,1
BEER,BEVERAGE,3
BEER,BLOOD,1
BEER,FEMALE (OF ANIMAL),1
BEER,FUR,1
BEER,HEAD,1
BEER,HONEY,1
BEER,HURRY,1
BEER,KNIFE,1
BEER,KNIFE (FOR EATING),1
BEER,MEAD,10
BEER,MONEY,1
BEER,NAKED,1
BEER,PENIS,1
BEER,POUND,1
BEER,RIVER,1
BEER,SAP,1
BEER,SPEAR,1
BEER,TOOL,1
BEER,WINE,15
BEER,WOOL,1
BEESWAX,BREAST,1
BEESWAX,CANDLE,12
BEESWAX,DENY,1
BEESWAX,DRINK,1
BEESWAX,EARWAX,13
BEESWAX,FAT (ORGANIC SUBSTANCE),1
BEESWAX,FOREST,1
BEESWAX,GRASSLAND,1
BEESWAX,GUEST,1
BEESWAX,HONEY,4
BEESWAX,HOOK,1
BEESWAX,LATE,1
BEESWAX,LEATHER,1
BEESWAX,LOOK FOR,1
BEESWAX,NIPPLE,1
BEESWAX,NOISE,1
BEESWAX,NOSE,1
BEESWAX,OIL (ORGANIC SUBSTANCE),1
BEESWAX,OINTMENT,10
BEESWAX,OLD (AGED),1
BEESWAX,OLD MAN,1
BEESWAX,REFUSE,1
BEESWAX,SAP,1
BEESWAX,SEEM,1
BEESWAX,SEVEN,1
BEESWAX,SEW,1
BEESWAX,SKIN (HUMAN),1
BEESWAX,SPICY,1
BEESWAX,THING,1
BEESWAX,THREAD,1
BEESWAX,TORCH OR LAMP,1
BEESWAX,VILLAGE,1
BEESWAX,WARM,1
BEESWAX,WASP,1
BEETLE,BIG,1
BEETLE,CATERPILLAR,1
BEETLE,SHADE,1
BEFORE,BEGIN OR START,4
BEFORE,BEHIND,4
BEFORE,BELOW OR UNDER,3
BEFORE,BESIDE,3
BEFORE,BLOOD,1
BEFORE,BOTTOM,1
BEFORE,BOW,1
BEFORE,BRAVE,1
BEFORE,BRONZE OR COPPER,1
BEFORE,CHIEFTAIN,1
BEFORE,CROW (VERB),1
BEFORE,CUT DOWN,1
BEFORE,DEEP,1
BEFORE,DIE,3
BEFORE,DOWN OR BELOW,2
BEFORE,EARLY,10
BEFORE,END (OF SPACE),2
BEFORE,FATHER,1
BEFORE,FIRST,30
BEFORE,FOOD,1
BEFORE,FORMER,1
BEFORE,FORWARD,3
BEFORE,FRONT (PART),9
BEFORE,FURROW,1
BEFORE,GOURD,1
BEFORE,HAND,1
BEFORE,HIS (GENITIVE OF HE),1
BEFORE,HIS OR HER,1
BEFORE,HOPE,1
BEFORE,IMMEDIATELY,1
BEFORE,IN,1
BEFORE,IN FRONT OF,122
BEFORE,INSIDE,3
BEFORE,KNOW (SOMETHING),1
BEFORE,LATE,1
BEFORE,LIGHT (IGNITE),1
BEFORE,MALE (OF PERSON),1
BEFORE,MAN,1
BEFORE,MANY,1
BEFORE,MEAT,1
BEFORE,MONEY,1
BEFORE,NAME,1
BEFORE,NEW,2
BEFORE,NOSE,1
BEFORE,OLD,9
BEFORE,OLD (AGED),8
BEFORE,OMEN,1
BEFORE,ONCE (IN THE PAST),7
BEFORE,OUTSIDE,1
BEFORE,PAIR,1
BEFORE,PEEL,1
BEFORE,PIGLET,1
BEFORE,PLANT (VEGETATION),1
BEFORE,PUMPKIN,1
BEFORE,PUS,1
BEFORE,SHARPEN (SOMETHING),2
BEFORE,SHEEP,3
BEFORE,SOMETIMES,1
BEFORE,SOUTH,1
BEFORE,STEAL,1
BEFORE,SUSPECT,1
BEFORE,SWEET,1
BEFORE,TEN,1
BEFORE,TOP,2
BEFORE,TREE,1
BEFORE,TREE STUMP,1
BEFORE,TREE TRUNK,1
BEFORE,TWINS,1
BEFORE,UNDERSTAND,1
BEFORE,UNTIL,1
BEFORE,UP,3
BEFORE,WHEN,1
BEFORE,WHITE,2
BEFORE,WIND,1
BEFORE,WOOD,1
BEFORE,YAM,2
BEFORE,YEAR,1
BEFORE,YES,1
BEG,BORROW,1
BEG,BUY,1
BEG,CLIMB,1
BEG,GO UP (ASCEND),1
BEG,LEPORID (RABBIT OR HARE),1
BEG,LOOK FOR,2
BEG,OLD (USED),1
BEG,SONG,2
BEG,WANT,1
BEGET,BLESS,1
BEGET,BRAID (VERB) OR WEAVE (BASKET),1
BEGET,BREAK (DESTROY OR GET DESTROYED),1
BEGET,BROTHER,1
BEGET,BUILD,7
BEGET,CARRY,1
BEGET,CATCH,1
BEGET,CAUSE,2
BEGET,CHANGE,1
BEGET,COME,1
BEGET,CONCEIVE,8
BEGET,DESCENDANTS,2
BEGET,DISAPPEAR,1
BEGET,DO,1
BEGET,DO OR MAKE,20
BEGET,DRINK,1
BEGET,"DWELL (LIVE, RESIDE)",1
BEGET,EARN,1
BEGET,EASY,1
BEGET,ELEPHANT,1
BEGET,FATHER-IN-LAW (OF MAN),1
BEGET,FATHER-IN-LAW (OF WOMAN),1
BEGET,FIND,3
BEGET,GET,4
BEGET,GOAT,1
BEGET,GROW,1
BEGET,HANG UP,1
BEGET,HAVE,2
BEGET,HAVE SEX,1
BEGET,HIDE (CONCEAL),1
BEGET,HUNT,1
BEGET,HUSBAND,1
BEGET,KEEP,1
BEGET,KILL,1
BEGET,MAKE,2
BEGET,MARRIAGE OR WEDDING,1
BEGET,MARRIED MAN,1
BEGET,MARRIED WOMAN,1
BEGET,MARRY,1
BEGET,MOLD,1
BEGET,OPEN,1
BEGET,OWN,1
BEGET,PAINTING,1
BEGET,PISS,1
BEGET,PLANT (SOMETHING),1
BEGET,PLAY,1
BEGET,PRESERVE,1
BEGET,PRESS,3
BEGET,PRODUCE,1
BEGET,PUT,2
BEGET,RAPE,1
BEGET,RAW,1
BEGET,SEIZE,1
BEGET,SHARP,1
BEGET,SHOW,1
BEGET,SILENCE,1
BEGET,SIT,1
BEGET,SON-IN-LAW (OF MAN),1
BEGET,SON-IN-LAW (OF WOMAN),1
BEGET,STAND,1
BEGET,TAKE,2
BEGET,THINK (REFLECT),1
BEGET,WEAVE,2
BEGET,WEIGH,2
BEGET,WIFE,1
BEGGAR,LAME,1
BEGGAR,ORPHAN,3
BEGGAR,POOR,15
BEGGAR,PRAY,1
BEGGAR,RUG,1
BEGIN,BEGIN OR START,9
BEGIN,BEGINNING,4
BEGIN,BITE,1
BEGIN,CAUSE,1
BEGIN,DIVIDE,1
BEGIN,ENTER,3
BEGIN,FALL,1
BEGIN,FIRST,1
BEGIN,GRASSHOPPER,1
BEGIN,HAPPEN,1
BEGIN,HEAR,1
BEGIN,LIFT,2
BEGIN,PICK UP,1
BEGIN,SEIZE,1
BEGIN,SEPARATE,1
BEGIN,SHARE,1
BEGIN,SIT DOWN,1
BEGIN,SPLIT,1
BEGIN,STAR,1
BEGIN,START,4
BEGIN,STRIKE OR BEAT,1
BEGIN,TAKE,1
BEGIN,TRY,1
BEGIN,TWO,1
BEGIN,VISIT,1
BEGIN OR START,BEGINNING,4
BEGIN OR START,BEHIND,1
BEGIN OR START,BOIL (OF LIQUID),1
BEGIN OR START,BOUNDARY,1
BEGIN OR START,BREAK (DESTROY OR GET DESTROYED),1
BEGIN OR START,BUY,1
BEGIN OR START,CALF OF LEG,1
BEGIN OR START,CHIEFTAIN,2
BEGIN OR START,COLOR,1
BEGIN OR START,CONCEIVE,1
BEGIN OR START,CUT,1
BEGIN OR START,DRIP (EMIT LIQUID),1
BEGIN OR START,DRY IN SUN,1
BEGIN OR START,END (OF SPACE),1
BEGIN OR START,ENTER,1
BEGIN OR START,FACE,1
BEGIN OR START,FAST,1
BEGIN OR START,FIRST,5
BEGIN OR START,FRUIT,1
BEGIN OR START,GO,1
BEGIN OR START,GO DOWN (DESCEND),1
BEGIN OR START,GOOD LUCK,1
BEGIN OR START,GRASSHOPPER,1
BEGIN OR START,GROW,1
BEGIN OR START,HAVE,1
BEGIN OR START,HEAD,5
BEGIN OR START,IN FRONT OF,1
BEGIN OR START,IRRIGATE,1
BEGIN OR START,KEEP,1
BEGIN OR START,KICK,1
BEGIN OR START,KNIFE (CLASSIFIER),1
BEGIN OR START,LIFT,1
BEGIN OR START,LOCUST,1
BEGIN OR START,MAKE DRY,1
BEGIN OR START,MARRY,1
BEGIN OR START,MELON,1
BEGIN OR START,ONE,1
BEGIN OR START,OPEN (EYES),1
BEGIN OR START,OWN,1
BEGIN OR START,PEEL,1
BEGIN OR START,PICK UP,2
BEGIN OR START,PLANT (VEGETATION),1
BEGIN OR START,POINTED,1
BEGIN OR START,PUMPKIN,1
BEGIN OR START,PUT ON,1
BEGIN OR START,RISE (MOVE UPWARDS),1
BEGIN OR START,RUB,1
BEGIN OR START,SCOLD,1
BEGIN OR START,SEEM,1
BEGIN OR START,SING,1
BEGIN OR START,STAND,2
BEGIN OR START,STICK (CLASSIFIER),1
BEGIN OR START,STRIKE OR BEAT,2
BEGIN OR START,TAKE,1
BEGIN OR START,THINK (BELIEVE),1
BEGIN OR START,THOUSAND,1
BEGIN OR START,TOP,4
BEGIN OR START,TOUCH,1
BEGIN OR START,TREE,1
BEGIN OR START,TRY,2
BEGIN OR START,UNTIE,2
BEGIN OR START,WAKE UP,1
BEGIN OR START,WARM UP,1
BEGINNING,BOTTOM,1
BEGINNING,CAUSE,3
BEGINNING,EARLY,1
BEGINNING,FIRST,3
BEGINNING,INITIATION CEREMONY,1
BEGINNING,SHEEP,1
BEGINNING,STRIKE OR BEAT,1
BEHIND,BELOW OR UNDER,4
BEHIND,BESIDE,4
BEHIND,BIRCH,1
BEHIND,BITE,1
BEHIND,BOTTOM,1
BEHIND,BUTTOCKS,9
BEHIND,CALF OF LEG,1
BEHIND,CHEESE,1
BEHIND,CHILD (DESCENDANT),1
BEHIND,COCA,1
BEHIND,CONCEIVE,1
BEHIND,DEEP,1
BEHIND,DEITY,1
BEHIND,DOOR,1
BEHIND,DOWN,1
BEHIND,DOWN OR BELOW,3
BEHIND,DRINK,1
BEHIND,EARTH (SOIL),1
BEHIND,END (OF SPACE),2
BEHIND,EYE,1
BEHIND,FATHER,1
BEHIND,FATHOM,1
BEHIND,FEVER,1
BEHIND,FOOTPRINT,1
BEHIND,GIVE,1
BEHIND,GIVE BACK,1
BEHIND,GOD,1
BEHIND,GOOD LUCK,1
BEHIND,HEAD,1
BEHIND,HEEL,2
BEHIND,HICCOUGH,1
BEHIND,IF,1
BEHIND,IN FRONT OF,2
BEHIND,INSECT,1
BEHIND,INSIDE,2
BEHIND,IRON,3
BEHIND,LAST (FINAL),13
BEHIND,LATE,9
BEHIND,LIGHT (IGNITE),1
BEHIND,LIVER,1
BEHIND,LIVESTOCK,1
BEHIND,LOUSE,1
BEHIND,MORE,1
BEHIND,MOTHER,1
BEHIND,NAME,1
BEHIND,NAPE (OF NECK),1
BEHIND,NEAR,2
BEHIND,NEIGHBOUR,1
BEHIND,NO,1
BEHIND,NOSE,1
BEHIND,NOW,1
BEHIND,OIL (ORGANIC SUBSTANCE),1
BEHIND,OUTSIDE,6
BEHIND,PEOPLE,1
BEHIND,POINTED,1
BEHIND,POST,1
BEHIND,POT,1
BEHIND,POUR,1
BEHIND,PRIEST,1
BEHIND,RAW,1
BEHIND,ROPE,1
BEHIND,SCAR,1
BEHIND,SECOND,2
BEHIND,SEND,1
BEHIND,SIDE,3
BEHIND,SIX,1
BEHIND,SMELL (PERCEIVE),1
BEHIND,SNEEZE,1
BEHIND,SOUL,1
BEHIND,SPINE,1
BEHIND,STAB TO DEATH,1
BEHIND,STORM,1
BEHIND,THOU,2
BEHIND,THRESH,1
BEHIND,TIGHT,1
BEHIND,TREE,1
BEHIND,TREE TRUNK,1
BEHIND,TURBID,2
BEHIND,UNRIPE,1
BEHIND,UNTIL,1
BEHIND,UP,2
BEHIND,WAGES,1
BEHIND,WARM,1
BEHIND,WATER,1
BEHIND,WE (EXCLUSIVE),1
BEHIND,WEST,2
BEHIND,WHAT,1
BEHIND,WHICH,1
BEHIND,WITH,1
BEHIND,WOOD,1
BEHIND,WORD,4
BEHIND,YOUNG,1
BELCH,HICCOUGH,5
BELCH,WE (INCLUSIVE),1
BELCH,YAWN,1
BELIEVE,BILL,1
BELIEVE,CALL BY NAME,1
BELIEVE,CAPRINE (GOAT OR SHEEP),1
BELIEVE,CEASE,1
BELIEVE,CERTAIN,2
BELIEVE,CHEW,1
BELIEVE,COLD,1
BELIEVE,COOK (SOMETHING),1
BELIEVE,CORRECT (RIGHT),1
BELIEVE,COUNT,1
BELIEVE,COVER,1
BELIEVE,DARE,1
BELIEVE,DRIP (EMIT LIQUID),1
BELIEVE,DRIP (FALL IN GLOBULES),1
BELIEVE,EGG,1
BELIEVE,EMPTY,1
BELIEVE,FAITHFUL,2
BELIEVE,FALL,1
BELIEVE,FEEL,3
BELIEVE,FINE OR THIN,1
BELIEVE,FOLLOW,1
BELIEVE,GRASS,1
BELIEVE,GRIND,1
BELIEVE,GUESS,2
BELIEVE,HALF,1
BELIEVE,HEAR,3
BELIEVE,HOPE,25
BELIEVE,HOPE (SOMETHING),2
BELIEVE,KING,1
BELIEVE,KNEE,1
BELIEVE,KNOW (SOMETHING),6
BELIEVE,LAUGH,1
BELIEVE,LAY EGGS,1
BELIEVE,LETTER,12
BELIEVE,LIGHT (RADIATION),1
BELIEVE,LINE,1
BELIEVE,LISTEN,3
BELIEVE,LOOK,1
BELIEVE,LOVE,1
BELIEVE,MISS (A TARGET),1
BELIEVE,MOUNTAIN,1
BELIEVE,OBEY,14
BELIEVE,OWE,1
BELIEVE,PICK UP,1
BELIEVE,PRECIPICE,1
BELIEVE,PROMISE,1
BELIEVE,PURE,1
BELIEVE,PUT ON,1
BELIEVE,RABBIT,1
BELIEVE,RAIN (PRECIPITATION),1
BELIEVE,RELIGION,2
BELIEVE,REMEMBER,2
BELIEVE,RIDE,1
BELIEVE,SEE,2
BELIEVE,SEEM,1
BELIEVE,SHEEP,1
BELIEVE,SLEEP,1
BELIEVE,SMALL,1
BELIEVE,SOW SEEDS,1
BELIEVE,SPLIT OPEN,1
BELIEVE,STAND,1
BELIEVE,STRIKE OR BEAT,1
BELIEVE,STUDY,1
BELIEVE,SURNAME,1
BELIEVE,SUSPECT,2
BELIEVE,SWIM,1
BELIEVE,THINK (BELIEVE),30
BELIEVE,THINK (REFLECT),5
BELIEVE,THOUSAND,1
BELIEVE,THROW,1
BELIEVE,TOOTH,1
BELIEVE,TREE (CLASSIFIER),1
BELIEVE,TRUE,1
BELIEVE,UNDERSTAND,5
BELIEVE,WANT,1
BELIEVE,WARM,1
BELIEVE,WATER,1
BELIEVE,WATERY,1
BELIEVE,WE,1
BELIEVE,WE (EXCLUSIVE),1
BELIEVE,WITNESS,2
BELIEVE,WORSHIP,8
BELIEVE,YOUNG,1
BELL,BOIL (OF LIQUID),1
BELL,CAR,1
BELL,CLAW,1
BELL,CUP,1
BELL,DRUM,1
BELL,EAT,1
BELL,FEED,1
BELL,FOOT (MEASURE),1
BELL,GHOST,1
BELL,GONG,1
BELL,HARD,1
BELL,LOOK FOR,1
BELL,NAIL (TOOL),1
BELL,PESTLE,1
BELL,SIGN,1
BELL,SPEAK,1
BELL,SUMMER,1
BELL,TRUE,1
BELL,WALL (OF HOUSE),1
BELL,WINTER,1
BELL,WRISTWATCH,2
BELL,YEAR,1
BELLY,BELLY OR STOMACH,11
BELLY,BODY,1
BELLY,BONE,1
BELLY,BOOK,2
BELLY,BOTTOM,1
BELLY,BREATHE,3
BELLY,BUTTOCKS,1
BELLY,CALF,2
BELLY,CALF OF LEG,2
BELLY,CARRY ON SHOULDER,1
BELLY,CHARCOAL,8
BELLY,CHOP,3
BELLY,CLAW,1
BELLY,CLOUD,2
BELLY,COCONUT,2
BELLY,COOKED,2
BELLY,CRAB,1
BELLY,CUT (WITH AXE),3
BELLY,CUT DOWN,9
BELLY,DEER,1
BELLY,DIFFERENT-SEX OLDER SIBLING,2
BELLY,DO,1
BELLY,DRINK,1
BELLY,DUNG (ANIMAL FAECES),1
BELLY,DUST,1
BELLY,EGG,8
BELLY,ELBOW,2
BELLY,EMBERS,1
BELLY,FAECES (EXCREMENT),5
BELLY,FAMILY,2
BELLY,FAT (ORGANIC SUBSTANCE),1
BELLY,FEAR (BE AFRAID),2
BELLY,FELL (A TREE),9
BELLY,FIGHT,1
BELLY,FINGERNAIL,1
BELLY,FISH,1
BELLY,FLESH,1
BELLY,FLOW,1
BELLY,FOOT,1
BELLY,FRIEND,1
BELLY,FRUIT,4
BELLY,FULL,1
BELLY,G-STRING,2
BELLY,GET,2
BELLY,GRIND,1
BELLY,GUTS,15
BELLY,HEART,4
BELLY,HOLE,1
BELLY,HUSBAND,1
BELLY,IN,1
BELLY,INSIDE,1
BELLY,INTESTINES,14
BELLY,KING,1
BELLY,LEG,2
BELLY,LIE DOWN,1
BELLY,LIFT,1
BELLY,LIVER,1
BELLY,LOUSE,1
BELLY,MAN,1
BELLY,MILLET,1
BELLY,MONEY,1
BELLY,NAVEL,2
BELLY,NOT,1
BELLY,OLD,1
BELLY,OLD (AGED),1
BELLY,OWL,1
BELLY,PEN,5
BELLY,PIG,2
BELLY,PLACE (POSITION),1
BELLY,POT,1
BELLY,PUSH,2
BELLY,RAINING OR RAIN,1
BELLY,RAT,2
BELLY,ROOM,1
BELLY,ROUND,1
BELLY,SCRATCH,2
BELLY,SHAKE,1
BELLY,SIX,8
BELLY,SLEEP,1
BELLY,SMOKE (EXHAUST),1
BELLY,SNAPP (OF STICK),1
BELLY,SOW SEEDS,1
BELLY,SPOT,1
BELLY,SQUARE,1
BELLY,STOMACH,104
BELLY,STONE,1
BELLY,SWELL,2
BELLY,TAIL,2
BELLY,THIGH,2
BELLY,THOU,3
BELLY,THROUGH,1
BELLY,TOMORROW,2
BELLY,VOMIT,1
BELLY,WALLABY,1
BELLY,WEEK,1
BELLY,WHOLE,1
BELLY,WOMB,3
BELLY,YAM,14
BELLY,YES,4
BELLY,YOUR (PLURAL),2
BELLY OR STOMACH,BODY,2
BELLY OR STOMACH,BOOK,1
BELLY OR STOMACH,BURY,1
BELLY OR STOMACH,CLIMB,1
BELLY OR STOMACH,EDGE,1
BELLY OR STOMACH,EGG,1
BELLY OR STOMACH,EMPTY,1
BELLY OR STOMACH,FAECES (EXCREMENT),2
BELLY OR STOMACH,FALL,1
BELLY OR STOMACH,FEATHER,2
BELLY OR STOMACH,GUTS,10
BELLY OR STOMACH,INTESTINES,3
BELLY OR STOMACH,LOUSE,1
BELLY OR STOMACH,MAKE DRY,1
BELLY OR STOMACH,NAME,2
BELLY OR STOMACH,NECK,1
BELLY OR STOMACH,OVERCOME,1
BELLY OR STOMACH,PREGNANT,2
BELLY OR STOMACH,ROUGH,1
BELLY OR STOMACH,SCRATCH,2
BELLY OR STOMACH,SEE,2
